access,geometry,highway,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,u,v
,"LINESTRING (-117.7057903 34.104205, -117.7061867 34.1042006)",footway,0,,36.5,,,False,556348877,,,5257162943,5366823856
,"LINESTRING (-117.7057903 34.104205, -117.7057852 34.1042541, -117.7057835 34.1045796)",footway,0,,41.67400000000001,,,False,543834815,,,5257162943,5257162945
,"LINESTRING (-117.7057903 34.104205, -117.7057034 34.1042063, -117.7056229 34.1041986)",footway,0,,15.463000000000001,,,False,543834815,,,5257162943,5257162941
,"LINESTRING (-117.7057903 34.104205, -117.7058176 34.1041461, -117.7058156 34.1041167, -117.7057982 34.1040917, -117.7057687 34.10407, -117.7057371 34.1040245, -117.705721 34.1039884, -117.7057204 34.1039506, -117.7057324 34.1039162, -117.7057358 34.1038935, -117.7057298 34.1038735, -117.7057056 34.1038574, -117.7056654 34.1038357)",footway,0,,47.53999999999999,,,False,543987963,,,5257162943,5258514320
,"LINESTRING (-117.7126252 34.1011969, -117.7126318 34.1007874)",residential,0,,45.538,,College Way,False,34036207,,,371251392,122886737
,"LINESTRING (-117.7126252 34.1011969, -117.7126279 34.1013657, -117.7126493 34.1014346, -117.7126976 34.1015056, -117.7127593 34.101559, -117.7128263 34.1016034, -117.7128961 34.1016256, -117.7129765 34.1016389, -117.7131772 34.1016404)",residential,0,,84.776,,College Way,False,34036207,,,371251392,123250024
,"LINESTRING (-117.7126252 34.1011969, -117.7124455 34.1012014, -117.712357 34.1012236, -117.7122265 34.1013062, -117.7119385 34.1014634, -117.7117776 34.1015256, -117.7115577 34.1015812, -117.7114772 34.1016211)",residential,0,,118.10900000000002,,Columbia Avenue,False,158300381,,,371251392,122942405
,"LINESTRING (-117.7057835 34.1045796, -117.7056352 34.1045948, -117.7055386 34.1046325, -117.705485 34.1046747)",footway,0,,30.4,,,False,465279520,,,5257162945,4602674428
,"LINESTRING (-117.7057835 34.1045796, -117.705831 34.1045748, -117.7061891 34.1045755)",footway,0,,37.376999999999995,,,False,465279520,,,5257162945,5366823857
,"LINESTRING (-117.7057835 34.1045796, -117.7057852 34.1042541, -117.7057903 34.104205)",footway,0,,41.67400000000001,,,False,543834815,,,5257162945,5257162943
,"LINESTRING (-117.7053215 34.1041674, -117.7053236 34.1040342)",footway,0,,14.812,,,False,543834814,,,5257162946,5257162953
,"LINESTRING (-117.7053215 34.1041674, -117.7053187 34.1043407)",footway,0,,19.272,,,False,543834814,,,5257162946,5257162936
,"LINESTRING (-117.7053215 34.1041674, -117.7053614 34.1042097, -117.7054043 34.1042508)",footway,0,,12.008,,,False,543834816,,,5257162946,5257162938
,"LINESTRING (-117.7055384 34.1042071, -117.7056229 34.1041986)",footway,0,,7.837,,,False,543834815,,,5257162948,5257162941
,"LINESTRING (-117.7055384 34.1042071, -117.7055129 34.1042097, -117.7054539 34.1042297, -117.7054043 34.1042508)",footway,0,,13.370000000000001,,,False,543834815,,,5257162948,5257162938
,"LINESTRING (-117.7055384 34.1042071, -117.7055491 34.1041708, -117.7055548 34.1041339)",footway,0,,8.292,,,False,543834817,,,5257162948,5257162952
,"LINESTRING (-117.7055458 34.1041025, -117.7055548 34.1041339)",footway,0,,3.589,,,False,543834817,,,5257162950,5257162952
,"LINESTRING (-117.7055458 34.1041025, -117.7055418 34.104072, -117.7055326 34.1040206, -117.7055293 34.103979, -117.7055266 34.1039562, -117.7055527 34.1039318, -117.7055863 34.1039134, -117.7056124 34.1038918, -117.7056426 34.1038596, -117.7056654 34.1038357)",footway,0,,35.022999999999996,,,False,"[543834817, 543987962]",,,5257162950,5258514320
,"LINESTRING (-117.7055458 34.1041025, -117.7055156 34.1040986, -117.7054727 34.1040842, -117.7054003 34.1040553, -117.7053236 34.1040342)",footway,0,,21.916999999999998,,,False,543834818,,,5257162950,5257162953
,"LINESTRING (-117.7055548 34.1041339, -117.7055458 34.1041025)",footway,0,,3.589,,,False,543834817,,,5257162952,5257162950
,"LINESTRING (-117.7055548 34.1041339, -117.7055491 34.1041708, -117.7055384 34.1042071)",footway,0,,8.292,,,False,543834817,,,5257162952,5257162948
,"LINESTRING (-117.7055548 34.1041339, -117.705584 34.1041653, -117.7056229 34.1041986)",footway,0,,9.559000000000001,,,False,543834819,,,5257162952,5257162941
,"LINESTRING (-117.7053236 34.1040342, -117.7053275 34.1037919)",footway,0,,26.945,,,False,543834814,,,5257162953,5258514912
,"LINESTRING (-117.7053236 34.1040342, -117.7053215 34.1041674)",footway,0,,14.812,,,False,543834814,,,5257162953,5257162946
,"LINESTRING (-117.7053236 34.1040342, -117.7054003 34.1040553, -117.7054727 34.1040842, -117.7055156 34.1040986, -117.7055458 34.1041025)",footway,0,,21.917,,,False,543834818,,,5257162953,5257162950
,"LINESTRING (-117.7093064 34.1069074, -117.7093031 34.1070825)",service,0,,19.473,,,False,473296082,,,3572361418,1337872449
,"LINESTRING (-117.7093064 34.1069074, -117.7093173 34.1068637, -117.7093173 34.1067004, -117.7093173 34.1065603)",service,0,,38.698,,,False,"[473296082, 119010939]",,,3572361418,5259515539
,"LINESTRING (-117.7115669 34.1069492, -117.7093064 34.1069074)",primary,0,2,208.173,,East Foothill Boulevard,True,351457956,CA 66,,3572361420,3572361418
,"LINESTRING (-117.7115669 34.1069492, -117.7115609 34.1071243)",residential,0,,19.478,,,False,351457959,,,3572361420,3572361443
,"LINESTRING (-117.7123255 34.1069633, -117.7123259 34.1067589)",service,0,,22.728,,,False,119011682,,parking_aisle,3572361422,1337903715
,"LINESTRING (-117.7123255 34.1069633, -117.7115669 34.1069492)",primary,0,2,69.861,,East Foothill Boulevard,True,351457956,CA 66,,3572361422,3572361420
,"LINESTRING (-117.7131808 34.1069714, -117.7131779 34.1071465)",residential,0,,19.472,,Dartmouth Avenue,False,34036209,,,3572361423,123283953
,"LINESTRING (-117.7131808 34.1069714, -117.7131891 34.1061861)",residential,0,,87.325,,Dartmouth Avenue,False,34036209,,,3572361423,123211391
,"LINESTRING (-117.7131808 34.1069714, -117.7123255 34.1069633)",primary,0,2,78.751,,East Foothill Boulevard,True,351457956,CA 66,,3572361423,3572361422
,"LINESTRING (-117.71427 34.1069858, -117.7142746 34.1061865)",service,0,,88.879,,,False,351457962,,alley,3572361427,123211393
,"LINESTRING (-117.71427 34.1069858, -117.713848 34.1069802, -117.7131808 34.1069714)",primary,0,"['3', '2']",100.294,,East Foothill Boulevard,True,"[475105052, 475105053]",CA 66,,3572361427,3572361423
,"LINESTRING (-117.7115609 34.1071243, -117.7115669 34.1069492)",residential,0,,19.478,,,False,351457959,,,3572361443,3572361420
,"LINESTRING (-117.7115609 34.1071243, -117.7124037 34.1071359, -117.7131779 34.1071465)",primary,0,"['3', '2']",148.89499999999998,,East Foothill Boulevard,True,"[475047745, 475105059]",CA 66,,3572361443,123283953
,"LINESTRING (-117.714918 34.0946887, -117.7149134 34.0956496)",tertiary,0,,106.848,25 mph,College Avenue,False,13345417,,,122937574,122960732
,"LINESTRING (-117.714918 34.0946887, -117.7150409 34.0946938, -117.7156665 34.0946863)",residential,0,,68.944,,1st Street,True,13348270,,,122937574,122977382
,"LINESTRING (-117.7115656 34.1102325, -117.7116423 34.1102655, -117.7123423 34.1104143, -117.7128049 34.110425)",service,0,,117.1,,,False,119010952,,,2396821762,5265123812
,"LINESTRING (-117.7115656 34.1102325, -117.7115913 34.1107341, -117.7116369 34.1108917, -117.7116235 34.1110405, -117.7115645 34.1111649, -117.7115645 34.1113426, -117.7115806 34.1115069, -117.7116074 34.1117378, -117.711586 34.1119377, -117.7116235 34.1120976, -117.7116702 34.1121611, -117.7116971 34.1122144, -117.7117158 34.1122633, -117.7117898 34.1124529, -117.711932 34.1124862, -117.7121143 34.1124951, -117.7123048 34.1122708, -117.7124872 34.1122086, -117.7126481 34.1121687, -117.7127769 34.1120887, -117.7129861 34.1119999, -117.7130773 34.1119111, -117.7133294 34.1118622, -117.7134045 34.1117512, -117.7133213 34.1116113, -117.7132382 34.1114225, -117.7133938 34.1113692, -117.713501 34.1113292, -117.7135279 34.1112049, -117.7136083 34.1110583, -117.7136459 34.1109206, -117.7136781 34.1107385, -117.7136745 34.1105775, -117.7136727 34.1104942, -117.7135091 34.1104121, -117.7132435 34.1104454, -117.7128049 34.110425)",service,1,,678.174,,,False,119010952,,,2396821762,5265123812
,"LINESTRING (-117.7115656 34.1102325, -117.7115699 34.1093616, -117.7115752 34.1090418, -117.7115752 34.1086776, -117.7116074 34.1085977, -117.7116771 34.108571, -117.7118113 34.1085444, -117.71194 34.1086066, -117.7120366 34.1086199, -117.7121599 34.108571, -117.7120956 34.1084955, -117.7119722 34.1084511)",service,0,,260.02599999999995,,,False,473296081,,,2396821762,2396821941
,"LINESTRING (-117.7115656 34.1102325, -117.7108939 34.1099435, -117.7101322 34.1094283, -117.7099042 34.1091063, -117.709577 34.1085955, -117.7093865 34.1079672, -117.7093114 34.1074253, -117.7093031 34.1070825)",service,0,,436.84899999999993,,,False,473296082,,,2396821762,1337872449
,"LINESTRING (-117.709617 34.0947719, -117.7096035 34.0949564, -117.7096901 34.0958953, -117.709711 34.0959578, -117.7097474 34.0960202, -117.7098012 34.0960671, -117.7098672 34.0961087, -117.7099296 34.0961296, -117.710013 34.09614, -117.7110773 34.0961335)",residential,0,,266.973,,Amherst Avenue,False,45764534,,,123480327,582817882
,"LINESTRING (-117.709617 34.0947719, -117.7088813 34.0948085, -117.7070073 34.0950044)",residential,0,,241.798,40 mph,1st Street,False,240539165,,,123480327,123418227
,"LINESTRING (-117.709617 34.0947719, -117.709456 34.0941848, -117.7072456 34.0941986, -117.7069439 34.0942005, -117.7069904 34.0944705, -117.7070189 34.0948995, -117.7070073 34.0950044)","['service', 'residential']",1,,388.086,25 mph,Mills Avenue,False,"[13413429, 642534487]",,,123480327,123418227
,"LINESTRING (-117.709337 34.1005631, -117.7093292 34.101426)",service,0,,95.953,,Amherst Avenue,False,13433610,,,6060685590,1594215697
,"LINESTRING (-117.709337 34.1005631, -117.7103507 34.100545)",service,0,,93.359,,,False,644408333,,,6060685590,6060685591
,"LINESTRING (-117.709337 34.1005631, -117.7093371 34.100549, -117.7093406 34.1004523, -117.709365 34.1003447, -117.7093628 34.0996617)",service,0,,100.446,,Amherst Avenue,False,13433610,,,6060685590,123568747
,"LINESTRING (-117.7103507 34.100545, -117.709337 34.1005631)",service,0,,93.359,,,False,644408333,,,6060685591,6060685590
,"LINESTRING (-117.7104069 34.1033114, -117.7105138 34.1033108)",footway,0,,9.843,,,False,543840925,,,5257230632,5259487245
,"LINESTRING (-117.7104069 34.1033114, -117.710405 34.1031647)",footway,0,,16.313,,,False,543842295,,,5257230632,5257230643
,"LINESTRING (-117.7104069 34.1033114, -117.7095024 34.103316, -117.7095038 34.1032371)",footway,0,,92.055,,,False,543840925,,,5257230632,5257214341
,"LINESTRING (-117.7104069 34.1033114, -117.7104008 34.1034622, -117.7102952 34.1034633, -117.7102925 34.103728, -117.7101099 34.1037291, -117.7101091 34.1038132)",footway,0,,82.101,,,False,"[556547146, 543840918]",,,5257230632,5368746449
,"LINESTRING (-117.7108093 34.1031136, -117.7108669 34.1031137)",footway,0,,5.303,,,False,543842295,,,5257230634,5257230638
,"LINESTRING (-117.7108093 34.1031136, -117.71081 34.1033093)",footway,0,,21.761,,,False,543842296,,,5257230634,5257214339
,"LINESTRING (-117.7108093 34.1031136, -117.7104043 34.1031125, -117.710405 34.1031647)",footway,0,,43.095,,,False,543842295,,,5257230634,5257230643
,"LINESTRING (-117.7108093 34.1038165, -117.710871 34.1038154)",footway,0,,5.682,,,False,543842297,,,5257230635,5257230636
,"LINESTRING (-117.7108093 34.1038165, -117.71081 34.1033093)",footway,0,,56.398,,,False,543842297,,,5257230635,5257214339
,"LINESTRING (-117.7108093 34.1038165, -117.7106613 34.103816)",footway,0,,13.627,,,False,544090137,,,5257230635,5257214336
,"LINESTRING (-117.710871 34.1038154, -117.7108093 34.1038165)",footway,0,,5.682,,,False,543842297,,,5257230636,5257230635
,"LINESTRING (-117.710871 34.1038154, -117.7108723 34.1038954)",footway,0,,8.896,,,False,543842298,,,5257230636,5257230639
,"LINESTRING (-117.710871 34.1038154, -117.7108669 34.1032857, -117.7108669 34.1031137)",footway,0,,78.027,,,False,543842297,,,5257230636,5257230638
,"LINESTRING (-117.7108669 34.1031137, -117.7108093 34.1031136)",footway,0,,5.303,,,False,543842295,,,5257230638,5257230634
,"LINESTRING (-117.7108669 34.1031137, -117.7109347 34.1031139, -117.7114894 34.1026543)",footway,0,,78.494,,,False,"[543840924, 543842295]",,,5257230638,5257214337
,"LINESTRING (-117.7108669 34.1031137, -117.7108669 34.1032857, -117.710871 34.1038154)",footway,0,,78.027,,,False,543842297,,,5257230638,5257230636
,"LINESTRING (-117.7108723 34.1038954, -117.710871 34.1038154)",footway,0,,8.896,,,False,543842298,,,5257230639,5257230636
,"LINESTRING (-117.7108723 34.1038954, -117.710661 34.1038866)",footway,0,,19.479,,,False,544090141,,,5257230639,5259487246
,"LINESTRING (-117.7108723 34.1038954, -117.7110145 34.1038954, -117.7110158 34.104404)",footway,0,,69.647,,,False,543842298,,,5257230639,5257230641
,"LINESTRING (-117.7110158 34.104404, -117.7110136 34.1045287)",footway,0,,13.868,,,False,556348946,,,5257230641,5366824673
,"LINESTRING (-117.7110158 34.104404, -117.7111486 34.1044029, -117.711148 34.1044531)",footway,0,,17.81,,,False,543842298,,,5257230641,5257213511
,"LINESTRING (-117.7110158 34.104404, -117.7110145 34.1038954, -117.7108723 34.1038954)",footway,0,,69.647,,,False,543842298,,,5257230641,5257230639
,"LINESTRING (-117.710405 34.1031647, -117.7104069 34.1033114)",footway,0,,16.313,,,False,543842295,,,5257230643,5257230632
,"LINESTRING (-117.710405 34.1031647, -117.7104043 34.1031125, -117.7108093 34.1031136)",footway,0,,43.095,,,False,543842295,,,5257230643,5257230634
,"LINESTRING (-117.710405 34.1031647, -117.7095051 34.1031654, -117.7095038 34.1032371)",footway,0,,90.83,,,False,543842299,,,5257230643,5257214341
,"LINESTRING (-117.7115069 34.1053293, -117.7108751 34.1053277)",residential,0,,58.17,,Platt Boulevard,True,34036551,,,390043986,390043987
,"LINESTRING (-117.7115069 34.1053293, -117.7115089 34.1054549)",residential,0,,13.967,,Columbia Avenue,False,158300381,,,390043986,123361012
,"LINESTRING (-117.7115069 34.1053293, -117.7115042 34.1044509)",residential,0,,97.674,,Columbia Avenue,False,158300381,,,390043986,5257213512
,"LINESTRING (-117.7108751 34.1053277, -117.7100858 34.1053165)",residential,0,,72.682,,Platt Boulevard,True,34036551,,,390043987,5257213508
,"LINESTRING (-117.7108751 34.1053277, -117.7108741 34.1054489)",service,0,,13.477,,,False,119011686,,,390043987,1337904796
,"LINESTRING (-117.7100292 34.1053157, -117.7093148 34.1053079)",residential,0,,65.781,,Platt Boulevard,True,34036551,,,390043988,390043989
,"LINESTRING (-117.7100292 34.1053157, -117.7100281 34.1054408)",service,0,,13.911,,,False,119011687,,,390043988,1337904804
private,"LINESTRING (-117.7093148 34.1053079, -117.709312 34.1054354)",service,0,,14.18,,Amherst Avenue,False,13433611,,,390043989,123361014
private,"LINESTRING (-117.7093148 34.1053079, -117.7093367 34.1046379)",service,0,,74.528,,Amherst Avenue,False,13433611,,,390043989,123568800
,"LINESTRING (-117.7093148 34.1053079, -117.7091956 34.1053085, -117.7090261 34.1053036, -117.708901 34.1052905, -117.7087763 34.1052565, -117.7086599 34.1052152, -117.7085186 34.1051582, -117.7083555 34.105073, -117.7082797 34.1050262)",residential,0,,102.88000000000001,,Platt Boulevard,True,34036551,,,390043989,5366824691
,"LINESTRING (-117.7081403 34.1049402, -117.7080578 34.1050319)",service,0,,12.715,,,False,145483654,,,390043994,390044062
,"LINESTRING (-117.7081403 34.1049402, -117.7079349 34.1048171, -117.7078458 34.1047752, -117.7077508 34.1047416, -117.7076141 34.1047083, -117.7075869 34.1047017, -117.7074285 34.1046892, -117.7071498 34.1046871)",residential,0,,98.33,,Platt Boulevard,True,34036551,,,390043994,390043999
,"LINESTRING (-117.7076259 34.1046468, -117.7076241 34.1045236)",footway,0,,13.7,,,False,556348961,,,5366824701,5366824705
,"LINESTRING (-117.7081072 34.103225, -117.7081161 34.1029855)",service,0,,26.644,,,False,51758208,,,660558174,3835445353
,"LINESTRING (-117.7081072 34.103225, -117.7071052 34.1032337)",service,0,,92.262,,,False,556348951,,,660558174,660558175
,"LINESTRING (-117.7081072 34.103225, -117.708129 34.1033703, -117.7081572 34.1034341, -117.7082259 34.1034918, -117.7083502 34.1035624, -117.7083868 34.1036295, -117.7083806 34.1040724)",service,0,,104.162,,,False,556348951,,,660558174,5258511888
permissive,"LINESTRING (-117.7071052 34.1032337, -117.7071498 34.1046871)",residential,0,,161.663,,North Mills Avenue,False,34036052,,,660558175,390043999
permissive,"LINESTRING (-117.7071052 34.1032337, -117.7070998 34.102645)",residential,0,,65.462,,North Mills Avenue,False,34036052,,,660558175,123418231
,"LINESTRING (-117.7071052 34.1032337, -117.7081072 34.103225)",service,0,,92.262,,,False,556348951,,,660558175,660558174
permissive,"LINESTRING (-117.7071498 34.1046871, -117.7071571 34.104821)",residential,0,,14.904,,North Mills Avenue,False,34036052,,,390043999,123361018
,"LINESTRING (-117.7071498 34.1046871, -117.7070132 34.1046849, -117.7069783 34.104697, -117.7069487 34.1047231, -117.7069467 34.104769, -117.7069698 34.1048022, -117.7070177 34.1048186, -117.7071571 34.104821)",service,1,,47.021,,,True,34037086,,driveway,390043999,123361018
permissive,"LINESTRING (-117.7071498 34.1046871, -117.7071052 34.1032337)",residential,0,,161.663,,North Mills Avenue,False,34036052,,,390043999,660558175
private,"LINESTRING (-117.7081306 34.1025613, -117.7080319 34.1025617)",service,0,,9.088,,East 9th Street,False,34036036,,,660558177,5257252600
private,"LINESTRING (-117.7081306 34.1025613, -117.7089992 34.1025571)",service,0,,79.976,,East 9th Street,False,34036036,,,660558177,390036548
,"LINESTRING (-117.7081306 34.1025613, -117.708128 34.1026667, -117.7081161 34.1029855)",service,0,,47.188,,,False,51758208,,,660558177,3835445353
,"LINESTRING (-117.7093375 34.1038068, -117.7093422 34.1040158)",footway,0,,23.244,,,False,543840920,,,5257214322,5258511885
,"LINESTRING (-117.7106893 34.1045262, -117.7110136 34.1045287)",footway,0,,29.86,,,False,543840916,,,5257214323,5366824673
,"LINESTRING (-117.7106893 34.1045262, -117.7106599 34.1045258)",footway,0,,2.707,,,False,543840916,,,5257214323,5257213513
,"LINESTRING (-117.7106893 34.1045262, -117.7106893 34.1044553, -117.7106893 34.1044387)",footway,0,,9.73,,,False,543840921,,,5257214323,5257214325
,"LINESTRING (-117.7106893 34.1044387, -117.7106316 34.1044398)",footway,0,,5.314,,,False,543840921,,,5257214325,5257214334
,"LINESTRING (-117.7106893 34.1044387, -117.7107148 34.1044253, -117.7107161 34.1043976, -117.7106987 34.1043798, -117.7106585 34.1043731)",footway,0,,12.184999999999999,,,False,543840921,,,5257214325,5257214329
